timestamp,heartRate,xAccel,yAccel,pressure,xMag,yMag
2024-11-28 22:30:03.700943 UTC,53,-209,932,103314.921875,110,-491
2024-11-28 22:30:08.644527 UTC,54,-335,834,103311.203125,-273,102
2024-11-28 22:30:13.625823 UTC,54,-64,-413,103313.1875,-231,64
2024-11-28 22:30:18.567663 UTC,60,-938,-212,103315.2265625,-540,-98
2024-11-28 22:30:23.602143 UTC,61,-938,-261,103315.171875,-543,-99
2024-11-28 22:30:28.616895 UTC,64,-910,-96,103314.046875,-512,-25
2024-11-28 22:30:33.565359 UTC,64,-881,-291,103313.8203125,-526,-129
2024-11-28 22:30:38.555487 UTC,64,-873,-272,103315.3671875,-526,-123
2024-11-28 22:30:43.640815 UTC,64,-865,-296,103314.40625,-530,-141
2024-11-28 22:30:48.599423 UTC,62,-209,912,103311.6875,-240,328
2024-11-28 22:30:53.751631 UTC,65,-112,429,103310.4375,-321,135
2024-11-28 22:30:58.730687 UTC,61,-144,627,103311.6796875,-311,166
2024-11-28 22:31:03.725759 UTC,65,-546,16,103315.59375,-371,31
2024-11-28 22:31:08.616735 UTC,67,-502,343,103316.5,-344,65
2024-11-28 22:31:13.555839 UTC,69,-518,250,103317.6953125,-359,42
2024-11-28 22:31:18.600511 UTC,70,-510,684,103316.078125,-281,175
2024-11-28 22:31:23.589775 UTC,67,-841,315,103314.484375,-489,66
2024-11-28 22:31:28.606191 UTC,69,-866,-214,103313.8984375,-513,-166
2024-11-28 22:31:33.590959 UTC,69,-838,107,103314.265625,-498,-11
2024-11-28 22:31:38.580927 UTC,66,-825,103,103313.53125,-494,-17
2024-11-28 22:31:43.587583 UTC,65,-841,119,103313.375,-492,-14
2024-11-28 22:31:48.610415 UTC,64,-312,-15,103309.984375,-227,66
2024-11-28 22:31:53.630607 UTC,63,-710,157,103310.125,-327,109
2024-11-28 22:31:59.061487 UTC,65,-555,-72,103310.515625,-490,-47
2024-11-28 22:32:03.571983 UTC,63,-885,83,103309.8671875,-514,-30
2024-11-28 22:32:08.656479 UTC,64,-831,238,103309.5390625,-501,23
2024-11-28 22:32:13.557567 UTC,62,-878,-71,103309.9453125,-505,-82
2024-11-28 22:32:18.682399 UTC,61,-903,70,103308.9609375,-509,-18
2024-11-28 22:32:23.644047 UTC,61,-910,48,103310.1484375,-521,-35
2024-11-28 22:32:28.629599 UTC,63,-24,286,103306.953125,-169,378
2024-11-28 22:32:33.700127 UTC,60,1120,-316,103301.2421875,174,45
2024-11-28 22:32:38.566959 UTC,62,517,494,103294.6640625,-92,118
2024-11-28 22:32:43.611135 UTC,63,240,11,103293.4375,-32,110
2024-11-28 22:32:48.674287 UTC,64,779,607,103294.21875,44,280
2024-11-28 22:32:53.561743 UTC,65,-338,474,103294.984375,-94,186
2024-11-28 22:32:58.592719 UTC,71,-417,-142,103301.6484375,-390,-69
2024-11-28 22:33:03.640735 UTC,70,-895,263,103300.921875,-454,168
2024-11-28 22:33:08.583471 UTC,72,-391,840,103305.4453125,-312,460
2024-11-28 22:33:13.567951 UTC,76,-350,842,103301.7734375,-304,486
2024-11-28 22:33:18.613743 UTC,76,-492,626,103304.6640625,-319,425
2024-11-28 22:33:23.647375 UTC,77,-519,699,103303.65625,-322,447
2024-11-28 22:33:28.548079 UTC,78,-522,699,103303.2109375,-317,433
2024-11-28 22:33:33.598159 UTC,80,-515,696,103304.6875,-317,430
2024-11-28 22:33:38.593343 UTC,84,-518,692,103305.0703125,-321,427
2024-11-28 22:33:43.599503 UTC,82,-514,676,103306.609375,-318,434
2024-11-28 22:33:48.712351 UTC,75,-516,685,103306.3046875,-319,432
2024-11-28 22:33:53.579983 UTC,74,-736,50,103296.296875,-447,181
2024-11-28 22:33:58.672671 UTC,71,-425,749,103308.046875,-314,482
2024-11-28 22:34:03.634847 UTC,71,-433,749,103307.4375,-309,474
2024-11-28 22:34:08.612703 UTC,73,-434,750,103309.4765625,-313,477
2024-11-28 22:34:13.607183 UTC,74,-427,722,103310.4453125,-307,472
2024-11-28 22:34:18.560415 UTC,70,-427,737,103309.234375,-309,474
2024-11-28 22:34:23.607887 UTC,71,-422,746,103308.734375,-319,485
2024-11-28 22:34:28.594303 UTC,70,-405,735,103309.34375,-307,474
2024-11-28 22:34:33.676079 UTC,70,-414,784,103309.46875,-311,489
2024-11-28 22:34:38.626719 UTC,70,-411,776,103310.4921875,-305,491
2024-11-28 22:34:43.678687 UTC,69,-413,764,103309.703125,-316,499
2024-11-28 22:34:48.569247 UTC,70,-382,770,103307.9765625,-295,495
2024-11-28 22:34:53.576479 UTC,67,-401,768,103310.40625,-303,490
2024-11-28 22:34:58.555007 UTC,70,-403,770,103310.21875,-306,493
2024-11-28 22:35:03.562687 UTC,67,-410,760,103310.4296875,-302,504
2024-11-28 22:35:08.610063 UTC,66,-403,762,103310.4765625,-302,493
2024-11-28 22:35:13.539583 UTC,67,-409,742,103311.078125,-306,484
2024-11-28 22:35:18.628447 UTC,65,-391,746,103310.5,-311,484
2024-11-28 22:35:23.675279 UTC,64,-401,745,103310.40625,-312,482
2024-11-28 22:35:28.579631 UTC,61,-398,742,103311.1328125,-313,492
2024-11-28 22:35:33.604927 UTC,59,-330,749,103310.5234375,-284,487
2024-11-28 22:35:38.578543 UTC,62,-338,745,103310.9765625,-282,489
2024-11-28 22:35:43.620191 UTC,59,-330,757,103310.7265625,-291,497
2024-11-28 22:35:48.547791 UTC,56,-333,751,103310.375,-292,484
2024-11-28 22:35:53.552495 UTC,54,-327,749,103312.640625,-288,488
2024-11-28 22:35:58.562383 UTC,55,-333,753,103311.1875,-275,487
2024-11-28 22:36:03.541007 UTC,54,-333,761,103310.0546875,-281,481
2024-11-28 22:36:08.639487 UTC,57,-330,745,103310.59375,-286,488
2024-11-28 22:36:13.626543 UTC,58,-329,750,103310.1796875,-282,490
2024-11-28 22:36:18.573647 UTC,56,-326,751,103311.28125,-280,489
2024-11-28 22:36:23.634271 UTC,58,-330,749,103310.21875,-281,489
2024-11-28 22:36:28.568143 UTC,56,-331,746,103310.0703125,-283,482
2024-11-28 22:36:33.590639 UTC,56,-329,750,103310.8984375,-283,471
2024-11-28 22:36:38.569471 UTC,52,-330,754,103311.53125,-286,498
2024-11-28 22:36:43.646463 UTC,55,-329,743,103312.1875,-278,484
2024-11-28 22:36:48.548399 UTC,58,-322,746,103311.6484375,-279,493
2024-11-28 22:36:53.624143 UTC,57,-330,751,103313.2734375,-277,478
2024-11-28 22:36:58.619647 UTC,59,-333,747,103312.6953125,-287,491
2024-11-28 22:37:03.615359 UTC,55,-331,746,103313.3125,-288,485
2024-11-28 22:37:08.620591 UTC,57,-329,743,103313,-287,494
2024-11-28 22:37:13.592735 UTC,58,-331,746,103312.984375,-274,486
2024-11-28 22:37:18.558431 UTC,56,-329,750,103314.1875,-275,481
2024-11-28 22:37:23.676927 UTC,58,-331,747,103313.265625,-290,491
2024-11-28 22:37:28.602959 UTC,57,-330,751,103313.125,-285,488
2024-11-28 22:37:33.598607 UTC,56,-327,746,103313.6484375,-287,479
2024-11-28 22:37:38.591151 UTC,57,-329,755,103313.984375,-291,489
2024-11-28 22:37:43.626399 UTC,57,-330,754,103314.2109375,-290,485
2024-11-28 22:37:48.608031 UTC,57,-329,750,103315.03125,-292,482
2024-11-28 22:37:53.558319 UTC,56,-330,754,103315.140625,-284,486
2024-11-28 22:37:58.565807 UTC,53,-329,742,103315.3671875,-279,498
2024-11-28 22:38:03.565919 UTC,56,-334,757,103316.125,-280,498
2024-11-28 22:38:08.611903 UTC,58,-327,751,103315.7109375,-287,485
2024-11-28 22:38:13.685215 UTC,59,-326,743,103316.1875,-282,488
2024-11-28 22:38:18.683791 UTC,56,-331,750,103316.4296875,-283,494
2024-11-28 22:38:23.578879 UTC,55,-329,758,103316.421875,-283,487
2024-11-28 22:38:28.635071 UTC,56,-329,749,103316.8203125,-290,493
2024-11-28 22:38:33.574303 UTC,54,-333,749,103317.125,-292,484
2024-11-28 22:38:38.573535 UTC,56,-334,745,103316.9140625,-286,491
2024-11-28 22:38:43.568079 UTC,54,-333,750,103318.2109375,-278,495
2024-11-28 22:38:48.628383 UTC,56,-330,751,103318.3046875,-286,477
2024-11-28 22:38:53.600767 UTC,54,-333,758,103318.9921875,-287,488
2024-11-28 22:38:58.728031 UTC,57,-327,749,103319.5546875,-281,484
2024-11-28 22:39:03.545711 UTC,55,-325,754,103319.578125,-281,485
2024-11-28 22:39:08.640767 UTC,55,-333,754,103320.3359375,-288,487
2024-11-28 22:39:13.624623 UTC,55,-334,746,103320.625,-286,474
2024-11-28 22:39:18.619327 UTC,57,-335,753,103321.0859375,-290,484
2024-11-28 22:39:23.575151 UTC,53,-322,753,103321.9375,-286,485
2024-11-28 22:39:28.705087 UTC,54,-333,753,103321.8046875,-283,497
2024-11-28 22:39:33.605727 UTC,55,-329,754,103321.9375,-291,492
2024-11-28 22:39:38.611247 UTC,55,-322,747,103322.5078125,-279,486
2024-11-28 22:39:43.591775 UTC,52,-333,750,103323.2265625,-282,492
2024-11-28 22:39:48.600399 UTC,53,-329,751,103323.5390625,-285,484
2024-11-28 22:39:53.673855 UTC,51,-327,743,103324.640625,-286,488
2024-11-28 22:39:58.632783 UTC,56,-327,750,103324.6953125,-284,499
2024-11-28 22:40:03.583823 UTC,56,-334,753,103325.234375,-269,488
2024-11-28 22:40:08.591951 UTC,57,-331,746,103325.515625,-288,480
